mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1
-0.27418366,-6.982945,0,0,2.5628958,7.410142
-0.16770582,-7.343004,0,0,1.9604578,6.089877
-0.24692807,-6.934633,0,0,2.6088867,7.5789213
-0.3699551,-6.6202145,0,0,2.4113472,6.717266
-0.5159109,-5.7598257,0,0,2.4029508,6.607273
-0.36381415,-6.6678286,0,0,2.2307723,6.2384796
-0.33943513,-6.951602,0,0,2.4515777,6.6291494
-0.31125376,-6.580325,0,0,2.5933657,7.406267
-0.22745495,-6.978799,0,0,1.9630492,5.7837257
-0.36306503,-6.585136,0,0,2.5461843,7.1831017
-0.2775782,-6.8425035,0,0,2.593537,7.2936454
-0.38827398,-6.4983625,0,0,2.3342452,6.421695
-0.4658077,-6.308958,0,0,2.4103136,6.6293397
-0.2870016,-6.963416,0,0,2.492555,7.1841936
-0.38205984,-6.5179653,0,0,2.526035,6.9461603
-0.4805725,-5.7803755,0,0,2.2379603,6.142285
-0.4370506,-6.0546923,0,0,2.4164624,6.6378927
-0.48039606,-6.039136,0,0,2.3591576,6.5145197
-0.5334042,-5.7824373,0,0,2.1158113,6.167446
-0.47762993,-6.218543,0,0,2.2730706,6.487941
-0.44793013,-5.95413,0,0,2.5207658,6.981042
-0.24432926,-6.9030333,0,0,2.345096,6.3729105
-0.29055253,-6.8017635,0,0,2.5632799,7.078072
-0.35426238,-6.714712,0,0,2.4317713,6.7656813
-0.5031126,-5.860667,0,0,2.372138,6.5150023
-0.8068903,-5.2445765,0,0,2.101243,6.046508
-0.55954057,-5.7596617,0,0,2.3610282,6.520297
-0.6399687,-5.416913,0,0,1.9793973,5.9088225
-0.38251474,-6.2073402,0,0,2.4075916,6.5886726
-0.30795595,-6.9130583,0,0,2.5206444,7.0708766
-1.1305778,-4.151126,0,0,2.329559,6.4839864
-0.5881298,-5.399581,0,0,2.3152282,6.468748
-0.27203682,-7.0610723,0,0,2.3647602,6.4065065
-0.2992814,-6.7896595,0,0,2.4115894,6.6919026
-0.5197373,-5.773617,0,0,2.3989618,6.5206394
-0.9448269,-4.992282,0,0,1.8756051,5.7810154
-0.24452524,-6.9338255,0,0,2.3429887,6.3571525
-0.29465848,-7.0293627,0,0,2.5321443,7.0929003
-0.26329663,-7.324844,0,0,2.1922412,6.459461
-0.27738103,-6.7950916,0,0,2.5814168,7.395821
-0.25561088,-6.943935,0,0,2.5519755,7.45843
-0.22363327,-7.2192864,0,0,2.5451915,6.898497
-0.92250806,-4.373412,0,0,2.3218632,6.4614015
-0.40571573,-5.732669,0,0,1.8528411,5.730379
-1.0306814,-4.655656,0,0,2.0501,5.9988394
-0.70484,-5.464776,0,0,2.321481,6.4936066
-0.2731505,-6.9300327,0,0,2.5652204,7.4393787
-0.26928043,-7.112749,0,0,2.5890393,7.13879
-0.4935756,-6.021118,0,0,2.475792,6.583216
-0.44200256,-6.321967,0,0,1.7341998,5.7523937
-0.25198188,-6.9309306,0,0,2.603531,7.5717235
-0.36334923,-6.526641,0,0,2.16228,6.1196404
-0.25958538,-7.093089,0,0,2.6002975,7.4127216
-0.43300137,-5.773436,0,0,2.5796516,7.22501
-0.36423996,-6.5409856,0,0,2.558546,7.124194
-0.6590021,-5.2144136,0,0,2.1990006,6.185598
-0.8412164,-5.1004324,0,0,2.2483552,6.2862267
-0.38474646,-6.4679766,0,0,2.5202804,6.878489
-0.30857566,-6.8627996,0,0,2.0470896,6.1211996
-0.11830119,-7.38309,0,0,2.2828805,6.3722515
-0.45150426,-6.030199,0,0,2.0521247,5.961487
-0.19494466,-7.0039377,0,0,2.2953093,6.3520045
-0.2868469,-7.0011225,0,0,2.2636607,6.2173357
-0.3990629,-6.333333,0,0,2.042186,5.9421797
-0.49261764,-5.6144104,0,0,2.551492,7.1133566
-0.27147654,-6.944968,0,0,2.5295126,6.957308
-0.326363,-6.940754,0,0,2.4941356,6.498951
-0.25246003,-7.327751,0,0,2.027039,6.0549707
-0.6948574,-5.115594,0,0,2.2754483,6.2902203
-0.31681874,-6.731042,0,0,2.559446,6.9210324
-0.2701619,-6.8275423,0,0,2.476043,6.6993165
-0.23493223,-7.390559,0,0,2.2218206,6.3006535
-1.1121986,-4.239846,0,0,2.1532292,6.1332207
-0.2769331,-7.055347,0,0,2.5543537,6.976343
-0.9124306,-4.9069223,0,0,2.029327,5.858061
-0.6087654,-5.683854,0,0,2.3690236,6.5493574
-0.14772801,-7.584565,0,0,2.2372868,6.214689
-0.29129842,-6.931822,0,0,2.5107448,6.8747835
-0.37681392,-6.231023,0,0,2.3927202,6.5487695
-1.5896118,-3.2370787,0,0,1.978498,5.8258963
-0.42308882,-5.8005476,0,0,2.0669653,5.9514217
-0.5163992,-5.4155264,0,0,2.3057,6.3647976
-0.52733546,-5.6391306,0,0,2.1459641,6.1202426
-0.392931,-6.281043,0,0,2.460534,6.7402897
-0.8875578,-4.292001,0,0,1.8781569,5.703286
-0.37365177,-6.2189507,0,0,2.5648935,7.074625
-0.2689474,-6.7066793,0,0,2.2453985,6.264119
-0.7168425,-5.637971,0,0,1.9059732,5.801712
-0.5397132,-5.3680363,0,0,2.40715,6.5021996
-0.8492735,-4.5934362,0,0,2.0323987,5.974616
-1.87905,-3.2541342,0,0,1.7269552,5.6013355
-0.8205636,-4.6015882,0,0,2.2281454,6.2762237
-0.3850141,-6.2728004,0,0,2.5117395,6.8666778
-0.701485,-5.2681437,0,0,2.1795723,6.16905
-0.59272367,-5.8868256,0,0,2.41747,6.6033273
-0.31373432,-6.7524967,0,0,2.5454361,7.1129904
-0.4054804,-6.1592646,0,0,2.5192075,6.9418426
-0.79614145,-4.6133356,0,0,1.8194075,5.6792545
-0.26859683,-6.835794,0,0,2.594186,7.5286484
-0.754731,-5.0941553,0,0,2.1303585,6.0932636
-0.38910273,-6.4754305,0,0,2.0539308,6.03978
-1.13181,-4.014575,0,0,2.0584662,6.0078135
-0.5164545,-5.8108597,0,0,2.4006805,6.615092
-0.36197928,-6.2802477,0,0,1.9539378,5.8786826
-0.3913944,-6.4139757,0,0,2.2763553,6.201139
-0.29209545,-6.5472403,0,0,2.3689108,6.570351
-0.25340506,-7.199799,0,0,2.5950713,7.3690367
-0.29326335,-6.8396435,0,0,2.594915,7.2607718
-0.31837943,-6.948348,0,0,2.2511697,6.206751
-0.2973123,-6.874958,0,0,2.5314188,7.0605597
-1.7561824,-3.4549875,0,0,1.9210441,5.8547487
-0.34036997,-6.1392927,0,0,2.3850563,6.5767994
-0.5670441,-5.7326803,0,0,2.3609283,6.4853535
-0.5174473,-6.1756907,0,0,2.2577846,6.2633586
-0.2630247,-6.8207955,0,0,2.6035619,7.546397
-0.35198167,-6.682328,0,0,2.4865146,6.8277416
-0.7587412,-5.280284,0,0,1.7946122,5.671624
-0.35149798,-6.781427,0,0,2.527826,6.6562757
-0.5661176,-6.092346,0,0,2.239936,6.316736
-0.2064722,-7.090461,0,0,2.4415069,6.709684
-0.44924906,-6.044882,0,0,2.5496318,6.918685
-0.52426416,-5.586608,0,0,1.7244294,5.598027
-0.25419044,-6.928706,0,0,2.6097429,7.5477014
-0.36595753,-6.5605783,0,0,2.2805147,6.2524376
-0.2912269,-6.9033127,0,0,2.5617683,7.1871905
-0.37319973,-6.4392805,0,0,2.4137456,6.6406198
-0.09905509,-7.395278,0,0,2.3808045,6.4533443
-0.362201,-6.7125196,0,0,2.5018768,6.8790593
-0.3873388,-6.2201185,0,0,2.558586,7.213517
-0.08306483,-7.798831,0,0,2.2603474,6.342447
-0.44487855,-5.99171,0,0,2.417315,6.5172205
-0.35553864,-6.365142,0,0,2.5135636,6.848143
-0.35984662,-6.515456,0,0,2.4800222,6.803814
-0.20728306,-7.4813967,0,0,2.2778506,6.327544
-0.33963028,-6.884262,0,0,2.402456,6.4763045
-0.5309308,-5.700245,0,0,2.4126368,6.5467553
-0.28786495,-7.2522535,0,0,2.0183234,6.035309
-0.6900032,-5.3754597,0,0,2.313181,6.3295097
-0.24699363,-6.9289784,0,0,2.604329,7.572178
-0.29551354,-6.805747,0,0,2.5501027,7.2753305
-0.48234704,-5.9437923,0,0,2.4770236,6.678087
-0.36684945,-6.652318,0,0,2.164824,6.243194
-0.5627735,-5.585496,0,0,2.084562,6.0786333
-0.85102636,-4.653453,0,0,2.2939355,6.3822064
-0.6664451,-5.320771,0,0,2.3258994,6.417118
-0.3590143,-6.497916,0,0,2.490522,6.579206
-0.3684931,-6.459387,0,0,2.455184,6.699129
-0.5159009,-5.8888283,0,0,2.4781063,6.7679243
-0.30236858,-6.823925,0,0,2.574549,7.2597466
-0.26067898,-6.983486,0,0,2.5596163,7.228303
-0.41774014,-5.9871264,0,0,2.4570155,6.607357
-0.43992832,-6.2294292,0,0,2.4886181,6.513407
-0.8769329,-4.207673,0,0,2.3714468,6.4889636
-0.32082418,-6.6744328,0,0,2.4902523,6.7053156
-0.5660327,-5.450057,0,0,2.4675362,6.8081474
-0.30402687,-7.132468,0,0,2.1646242,6.1124935
-0.30726472,-6.8205366,0,0,2.5135212,6.8749166
-0.4957445,-5.9013624,0,0,2.0438383,5.9983683
-0.6160467,-5.564893,0,0,2.469306,6.776886
-0.46524885,-6.570134,0,0,2.2002873,6.079939
-0.7393032,-5.2573595,0,0,2.4263835,6.682791
-0.90764457,-4.5199943,0,0,2.3401632,6.4494677
-0.3612111,-6.4974833,0,0,2.4770622,6.806613
-0.372889,-6.6411123,0,0,2.4471543,6.8158283
-0.3577285,-6.3738394,0,0,2.51362,6.9456263
-0.32308176,-6.6876554,0,0,2.457225,6.736987
-0.24932313,-6.931075,0,0,2.6077209,7.576231
-0.2314146,-6.854272,0,0,2.2235672,6.209895
-0.350673,-6.4325657,0,0,2.4491315,6.703852
-0.22090511,-6.8947706,0,0,2.3107555,6.3805685
-0.6776369,-5.496791,0,0,2.1174126,6.16954
-0.50684196,-5.464836,0,0,2.5134954,6.922337
-0.36575922,-6.3331842,0,0,2.56605,7.1652985
-0.5457414,-5.028899,0,0,2.228113,6.20198
-1.2707613,-4.398593,0,0,1.635668,5.4461823
-0.29410174,-6.7924623,0,0,2.4139993,6.6761794
-0.4370902,-6.597186,0,0,2.1158261,6.0445433
-0.67192346,-5.144782,0,0,2.0673804,5.9974213
-0.47117737,-5.370532,0,0,2.2508662,6.306689
-0.44197586,-5.520074,0,0,2.153346,6.122031
-0.8690632,-5.0119486,0,0,1.948457,5.8983603
-0.61542493,-5.820694,0,0,2.327216,6.136346
-0.29055098,-6.8719406,0,0,2.4677873,6.805074
-0.9976495,-4.6572847,0,0,2.3319635,6.4744077
-0.3092673,-6.5948277,0,0,2.4694443,6.7636747
-0.29275867,-7.1561575,0,0,2.454004,6.5525146
-0.29536608,-7.3181076,0,0,2.4030633,6.244034
-0.26367566,-6.9135585,0,0,2.6017141,7.4764156
-0.6126717,-5.2443705,0,0,2.0687206,5.9514027
-0.7013281,-5.4247055,0,0,2.3992054,6.5817575
-0.18669824,-7.158657,0,0,2.3232594,6.4587164
-0.48102406,-6.48372,0,0,2.0407681,5.9912996
-0.19796066,-6.913499,0,0,2.4670227,6.816554
-0.52026063,-5.6569653,0,0,2.4639282,6.7548037
-0.37216046,-6.39631,0,0,2.503078,6.876156
-0.1437562,-6.747018,0,0,2.3985744,6.6111403
-0.7130845,-5.102954,0,0,2.4310305,6.6905203
-0.4414213,-6.527421,0,0,2.1219263,6.026462
-0.5545307,-5.5001173,0,0,2.4846888,6.837014
-0.34561065,-6.759367,0,0,2.5196097,6.69901
-0.34501496,-6.6546454,0,0,2.5147326,6.9682074
-0.69740564,-5.076736,0,0,2.495845,6.919091
-0.37905195,-6.355012,0,0,2.3559506,6.5139685
-0.49809626,-5.9255114,0,0,2.2578652,6.209133
-0.27806547,-6.7389336,0,0,2.4757726,6.712931
-0.56307656,-5.6954794,0,0,2.3889668,6.465827
-0.26246724,-6.848073,0,0,2.5887306,7.2750177
-0.34259,-6.553338,0,0,2.563935,7.1430216
-0.44657686,-5.990819,0,0,2.4401581,6.6992955
-0.3036987,-6.598366,0,0,2.558229,7.012588
-0.28769013,-7.031274,0,0,2.5523195,7.1469135
-0.3813422,-6.6502123,0,0,2.3256354,6.3430133
-0.2606838,-6.071431,0,0,1.8101122,5.66983
-0.33593395,-6.6115637,0,0,2.1209939,6.013051
-0.3167731,-6.5747457,0,0,2.5951133,7.3887444
-0.3938116,-6.4219356,0,0,2.450393,6.644269
-0.25212288,-7.0926056,0,0,2.5714781,7.3350186
-0.23733644,-6.8347387,0,0,2.282137,6.260747
-0.31499413,-7.1529474,0,0,1.9649792,5.9191284
-0.24700227,-6.9518895,0,0,2.6060104,7.5734377
-0.39565924,-6.3637447,0,0,2.3743546,6.739192
-0.63860303,-4.8583527,0,0,2.2585104,6.2828074
-0.30056575,-6.800138,0,0,2.5791566,6.976754
-0.46842268,-5.787059,0,0,2.0743332,5.965991
-0.665531,-5.5372057,0,0,2.3259137,6.4607964
-1.2716424,-3.7059574,0,0,2.1200266,6.080776
-0.43820885,-5.984803,0,0,2.2869864,6.331324
-0.2748309,-6.913854,0,0,2.4991274,7.3330326
-0.4389265,-6.1226463,0,0,2.4139116,6.5063214
-0.5141466,-5.5401125,0,0,2.428867,6.615116
-0.24614803,-7.1541657,0,0,2.5558033,7.0728436
-0.41535833,-6.1731005,0,0,2.3841138,6.4882073
-0.09632663,-7.2159834,0,0,2.2329986,6.2716274
-0.36455217,-6.761665,0,0,2.1922832,6.203112
-0.52302486,-6.1739416,0,0,2.4068604,6.5509415
-0.25188068,-6.9309196,0,0,2.6089315,7.5741434
-0.36824873,-5.6984987,0,0,2.3072014,6.389838
-0.51587707,-5.510972,0,0,2.3343387,6.4612055
-0.4735563,-6.261611,0,0,2.4139502,6.5433207
-0.3528922,-6.9488096,0,0,2.4066317,6.5684247
-0.59434444,-5.6693525,0,0,2.3231344,6.4156446
-0.2541699,-6.961926,0,0,2.5922213,7.368374
-0.41856173,-5.970521,0,0,2.232241,6.255128
-0.5052647,-5.88638,0,0,2.5507536,7.0937076
-0.40559807,-6.336867,0,0,2.4994693,6.9165554
-0.4696882,-6.2628107,0,0,2.2292068,6.253895
-0.2745228,-6.884099,0,0,2.4479403,6.72699
-0.4720123,-6.0338945,0,0,2.323623,6.4076977
-0.5159038,-5.8237047,0,0,2.331143,6.439445
-0.27467754,-6.6586113,0,0,2.2901254,6.347745
-0.48935392,-5.920678,0,0,2.0611842,5.9579997
-0.6415637,-5.716077,0,0,2.3039105,6.3721976
-0.29939726,-6.9621305,0,0,1.9739058,5.981344
-0.26592347,-6.968656,0,0,2.5664227,7.3392143
-0.5853146,-5.430729,0,0,2.351253,6.466481
-0.22841243,-7.361432,0,0,2.320162,6.3747706
-0.88711387,-4.4930277,0,0,2.358926,6.532279
-0.39656714,-6.3645487,0,0,2.478235,6.766292
-0.25276676,-6.9854302,0,0,2.5876868,7.5393534
-0.3460529,-6.4619265,0,0,2.236183,6.2056623
-0.16227631,-7.2110615,0,0,2.5292232,7.0895805
-0.39132193,-6.1455145,0,0,2.028831,5.956153
-0.79835564,-4.571209,0,0,2.3401458,6.481393
-0.30208233,-6.973195,0,0,2.4596326,6.752695
-0.18553834,-7.597327,0,0,2.5050528,6.8797398
-0.5244637,-5.8338375,0,0,2.4726703,6.7624264
-0.60822755,-5.587575,0,0,1.9712863,5.890242
-0.53528625,-5.871108,0,0,2.283252,6.340641
-0.424876,-6.098627,0,0,2.526201,6.9135146
-0.3140353,-6.7547503,0,0,2.5721881,7.1709666
-0.35719517,-6.414714,0,0,2.518413,6.812682
-0.41298273,-6.6955442,0,0,2.061693,5.9755077
-0.970465,-4.571664,0,0,2.1742477,6.187273
-0.5891016,-5.6990366,0,0,2.4658132,6.669698
-0.42201856,-6.3084593,0,0,2.4909098,6.8284473
-0.27958885,-7.19396,0,0,2.539501,6.883806
-0.32959178,-6.9849787,0,0,1.9783475,6.0945263
-0.90427953,-4.4274206,0,0,2.0468118,5.968264
-0.40646747,-6.2081866,0,0,2.5251167,6.9719877
-0.2692869,-7.0029507,0,0,2.5661306,7.111196
-0.31066993,-6.906571,0,0,2.3137782,6.46912
-0.7096699,-4.8155565,0,0,1.9569082,5.8766317
-0.31148914,-6.836217,0,0,2.4729464,6.7524056
-0.3934398,-6.470293,0,0,2.5146632,6.988185
-0.56986076,-5.5624304,0,0,2.2743194,6.2890134
-0.2811553,-6.9778543,0,0,2.5881915,7.1551943
-0.44020584,-6.2528467,0,0,2.540814,7.026593
-0.6847952,-5.11658,0,0,2.1585608,6.106656
-0.43738964,-6.0007286,0,0,2.3890746,6.5474114
-0.31434083,-6.9816723,0,0,2.5718803,6.6075244
-0.4110854,-6.4387197,0,0,2.0734084,6.06452
-0.28758243,-7.001835,0,0,2.5727985,7.221491
-0.29588202,-6.727277,0,0,2.0439851,5.9708805
-0.4014285,-6.0773,0,0,2.2241216,6.231994
-1.1785305,-3.7127886,0,0,2.0040894,5.893572
-0.42081478,-6.3435125,0,0,2.5068474,6.9089665
-0.32686833,-6.6143446,0,0,2.530753,6.9434714
-1.4508083,-4.001954,0,0,1.6445439,5.5088186
-2.4677675,-1.644763,0,1,1.5014482,5.4388175
-0.28575665,-6.987829,0,0,2.57958,7.131745
-1.2978427,-3.580985,0,0,1.932014,5.770274
-0.19649152,-6.9432535,0,0,2.441745,6.642842
-0.66333276,-5.6023912,0,0,1.906817,5.768025
-0.3723735,-6.3047276,0,0,2.5568492,7.0044427
-0.38064304,-6.2889843,0,0,2.5513692,7.15454
-0.3105257,-6.7255807,0,0,2.2734373,6.6098423
-0.33722636,-6.742395,0,0,2.4796872,6.8993063
-0.6938227,-5.116004,0,0,2.3692207,6.4490952
-0.53007203,-5.8736343,0,0,2.376557,6.476038
-0.3942912,-6.247673,0,0,2.3142376,6.4061785
-0.3593206,-6.183487,0,0,2.5782058,7.284741
-1.280402,-3.7208242,0,0,2.1130638,6.0718317
-0.5121673,-5.595956,0,0,2.3030114,6.3226204
-0.263979,-6.7282176,0,0,2.6003644,7.4937162
-1.143605,-4.8188486,0,0,1.6883962,5.556217
-0.46580198,-6.3287573,0,0,2.2562904,6.21845
-0.18152814,-7.086316,0,0,2.567124,7.0981703
-0.29671547,-7.0029316,0,0,2.537872,6.968401
-0.5116165,-6.1703444,0,0,2.2759495,6.2964487
-0.81691724,-4.866317,0,0,2.376404,6.538617
-1.528897,-3.616521,0,0,1.9578285,5.846352
-0.49439982,-5.8529577,0,0,2.3348775,6.4621067
-0.17447989,-7.4417133,0,0,2.4601073,6.762413
-0.3211253,-7.011935,0,0,2.3186464,6.4885726
-0.38795593,-6.6724434,0,0,2.466827,6.6507945
-0.7376538,-5.0145597,0,0,2.3996387,6.564853
-0.35158518,-6.3581467,0,0,2.4697502,6.7630935
-0.28907707,-6.384715,0,0,2.048215,5.996298
-0.4463146,-5.5099134,0,0,2.156539,6.2369523
-0.31288317,-6.65075,0,0,2.4772923,6.9227524
-0.37350753,-6.411065,0,0,2.531879,6.7760987
-0.31864253,-6.853541,0,0,2.550121,6.8013716
-0.26185635,-6.962879,0,0,2.6003184,7.504361
-0.62054855,-5.2320347,0,0,2.3486567,6.2893476
-0.28798923,-7.0096197,0,0,2.5980692,6.988612
-0.31445172,-6.78218,0,0,2.4916627,6.7915263
-1.3020036,-3.5854502,0,0,1.6278647,5.5071898
-0.46856716,-6.0077314,0,0,2.4205472,6.5443373
-0.31553605,-6.613673,0,0,2.4444497,6.7374983
-0.6240776,-5.716138,0,0,2.3888283,6.616254
-0.22875892,-7.205287,0,0,2.5429072,6.90827
-0.2667158,-7.1356792,0,0,2.4200592,6.426512
-0.775894,-4.612895,0,0,1.6276621,5.5042706
-0.52693874,-5.774103,0,0,2.2384198,6.256641
-0.30894533,-7.266328,0,0,2.4659128,6.4195213
-0.35494044,-6.545952,0,0,2.4577558,6.67243
-0.23892622,-6.2222357,0,0,2.3105636,6.3193126
-0.2268719,-7.409054,0,0,2.5139709,6.8679657
-0.09764985,-7.6355753,0,0,2.498417,6.8352704
-0.7157276,-5.1458673,0,0,2.4646823,6.7720914
-0.26076737,-6.9301434,0,0,2.6026058,7.484748
-0.8275879,-4.698344,0,0,2.0526495,6.006961
-0.24801473,-6.5915823,0,0,2.3927827,6.5043488
-0.21307115,-7.1406946,0,0,1.8377926,5.779519
-0.29231766,-7.119124,0,0,2.5028822,6.8308535
-0.34847048,-6.333083,0,0,2.4073222,6.6018887
-0.2939615,-6.6866436,0,0,2.594895,7.4243994
-0.24222569,-7.124253,0,0,2.5871508,7.2550354
-0.367314,-6.3938875,0,0,2.5370471,7.055785
-0.28664717,-7.042593,0,0,2.5619729,6.9802184
-1.0235717,-3.9251719,0,0,1.6214185,5.485979
-1.1830385,-3.9989882,0,0,2.1667185,6.185578
-0.5265196,-6.0768423,0,0,2.2364242,6.2633014
-0.3865774,-6.3821754,0,0,2.3716538,6.4467854
-0.22759168,-7.1826406,0,0,2.5448236,7.109728
-0.32643422,-6.8871346,0,0,2.533404,6.7978225
-0.43255618,-6.359888,0,0,2.5006557,6.9561105
-0.6608842,-5.3049917,0,0,2.3683069,6.5664725
-0.21280222,-7.2669992,0,0,2.53536,6.998459
-0.78921777,-5.583516,0,0,2.060083,6.0570464
-0.4897088,-5.7642326,0,0,2.5270383,6.925772
-0.2681258,-7.029785,0,0,2.3941088,6.572707
-0.29859316,-6.7993717,0,0,2.599032,7.2881584
-1.1461489,-3.813241,0,0,1.9931116,5.89163
-0.3865545,-6.4993105,0,0,2.5386949,7.011507
-0.32319048,-6.839384,0,0,2.501473,6.8991756
-0.8862732,-4.872945,0,0,2.1957726,6.2171493
-0.40403917,-6.260186,0,0,2.5034857,6.934519
-0.23969345,-6.2953997,0,0,1.8683393,5.7367425
-0.2807522,-6.863801,0,0,2.4508057,6.402798
-0.31020036,-6.869164,0,0,2.4908674,6.8122673
-0.31110623,-6.9027796,0,0,2.511181,6.8231874
-0.5007184,-5.7781878,0,0,2.4305758,6.630932
-0.4029427,-6.0244894,0,0,2.4281387,6.634962
-0.66273385,-4.015563,0,0,1.7760627,5.6694508
-0.44676855,-5.914482,0,0,2.4974558,6.8482666
-0.30770287,-6.8904586,0,0,2.5533047,7.061845
-0.4376842,-6.2059984,0,0,2.5345294,7.0507474
-0.5308681,-5.9586926,0,0,2.4078398,6.622531
-0.62074596,-5.362873,0,0,2.3615253,6.4643116
-0.3599811,-6.702176,0,0,2.352101,6.3927836
-0.3116584,-6.762904,0,0,2.4160206,6.508618
-0.43726864,-6.4133215,0,0,2.4963684,6.881839
-0.8118349,-4.6574717,0,0,2.4027734,6.6403217
-0.23953347,-6.9862175,0,0,2.5056372,6.849599
-0.25040147,-7.079367,0,0,2.5834112,7.4316053
-0.7131265,-5.364442,0,0,2.256176,6.2237964
-0.25011703,-6.9410563,0,0,2.6103184,7.572887
-0.42390516,-5.9890337,0,0,2.2256525,6.267453
-0.40985206,-6.3680468,0,0,2.4412842,6.7777023
-0.2806261,-6.9023943,0,0,2.5398526,6.9329367
-0.38636568,-6.0566225,0,0,2.006198,5.9775867
-0.30774915,-6.591411,0,0,2.5948782,7.354309
-0.3398269,-6.345561,0,0,2.5860436,7.3584533
-0.5278171,-5.636175,0,0,2.3614442,6.3346457
-0.27598432,-6.9540324,0,0,2.5755901,7.3876143
-0.43585137,-6.106925,0,0,2.5497093,6.9792423
-0.3176889,-6.7586274,0,0,2.4863966,7.246508
-0.28979138,-6.8060846,0,0,2.492561,6.8103523
-0.38204983,-6.3451767,0,0,2.430934,6.744997
-0.5991309,-5.332343,0,0,2.2952893,6.365096
-0.28460333,-6.8608217,0,0,2.5449038,7.116738
-0.74991876,-5.0769835,0,0,2.0737965,5.960004
-0.1955611,-7.19351,0,0,2.5651534,7.1495166
-0.21721534,-6.621789,0,0,1.6383114,5.5169406
-0.2772744,-6.9452877,0,0,2.539617,6.8267946
-0.6846197,-5.42023,0,0,2.3148553,6.388286
-0.4260848,-6.2295523,0,0,2.4596941,6.5845766
-0.25807264,-6.543151,0,0,2.216745,6.1211405
-0.55100626,-5.8638563,0,0,2.5133586,6.9290996
-0.98987514,-4.6317854,0,0,2.1373048,6.1855288
-0.27256528,-7.123296,0,0,2.5705612,7.103599
-0.58717614,-5.6875544,0,0,2.1845672,6.132944
-0.26096264,-7.22789,0,0,2.5750031,7.0142164
-0.085019864,-7.269019,0,0,2.345904,6.4438667
-0.38236073,-6.309848,0,0,2.5170236,6.895281
-0.84872323,-5.033948,0,0,1.8323693,5.610419
-0.541231,-5.9966955,0,0,2.3857057,6.4981127
-0.64981693,-5.093598,0,0,2.5236375,6.955516
-0.50436383,-6.073638,0,0,2.4688513,6.8367515
-0.3408058,-6.6294837,0,0,2.5755534,6.993612
-0.28630975,-7.36677,0,0,2.4404228,6.345771
